date,product_id,category,units_sold,unit_price,discount_pct,revenue,cogs,gross_margin,channel,country,returned
2024-11-15,P0023,Apparel,72,112.23,5.0,8080.78,3290.4,4790.38,Organic Search,United States,0
2024-11-16,P0023,Apparel,27,118.14,0.0,3189.78,1233.9,1955.88,Direct,United States,0
2024-11-17,P0023,Apparel,30,118.14,0.0,3544.2,1371.0,2173.2,Social Media,United States,0
2024-11-18,P0023,Apparel,39,118.14,0.0,4607.46,1782.3,2825.16,Social Media,United Kingdom,0
2024-11-19,P0023,Apparel,53,106.33,10.0,5635.28,2422.1,3213.18,Email,United States,0
2024-11-20,P0023,Apparel,56,118.14,0.0,6615.84,2559.2,4056.64,Paid Ads,Canada,0
2024-11-21,P0023,Apparel,59,118.14,0.0,6970.26,2696.3,4273.96,Organic Search,United Kingdom,0
2024-11-22,P0023,Apparel,83,118.14,0.0,9805.62,3793.1,6012.52,Direct,United States,0
2024-11-23,P0023,Apparel,40,118.14,0.0,4725.6,1828.0,2897.6,Organic Search,United States,0
2024-11-24,P0023,Apparel,81,70.88,40.0,5741.6,3701.7,2039.9,Referral,United States,0
2024-11-25,P0023,Apparel,183,70.88,40.0,12971.77,8363.1,4608.67,Referral,United Kingdom,0
2024-11-26,P0023,Apparel,109,94.51,20.0,10301.81,4981.3,5320.51,Organic Search,United States,0
2024-11-27,P0023,Apparel,124,88.6,25.0,10987.02,5666.8,5320.22,Paid Ads,France,0
2024-11-28,P0023,Apparel,89,88.6,25.0,7885.84,4067.3,3818.54,Organic Search,United Kingdom,0
2024-11-29,P0023,Apparel,41,88.6,25.0,3632.8,1873.7,1759.1,Email,United States,0
2024-11-30,P0023,Apparel,74,94.51,20.0,6993.89,3381.8,3612.09,Paid Ads,United States,1
2024-12-01,P0023,Apparel,60,118.14,0.0,7088.4,2742.0,4346.4,Paid Ads,United Kingdom,0
2024-12-02,P0023,Apparel,103,118.14,0.0,12168.42,4707.1,7461.32,Organic Search,Canada,0
2024-12-03,P0023,Apparel,69,112.23,5.0,7744.08,3153.3,4590.78,Organic Search,United Kingdom,0
2024-12-04,P0023,Apparel,66,118.14,0.0,7797.24,3016.2,4781.04,Email,United States,0
2024-12-05,P0023,Apparel,88,118.14,0.0,10396.32,4021.6,6374.72,Social Media,United States,0
2024-12-06,P0023,Apparel,56,118.14,0.0,6615.84,2559.2,4056.64,Organic Search,United States,0
2024-12-07,P0023,Apparel,77,118.14,0.0,9096.78,3518.9,5577.88,Email,United States,0
2024-12-08,P0023,Apparel,65,118.14,0.0,7679.1,2970.5,4708.6,Social Media,United States,1
2024-12-09,P0023,Apparel,62,118.14,0.0,7324.68,2833.4,4491.28,Organic Search,United States,0
2024-12-10,P0023,Apparel,135,118.14,0.0,15948.9,6169.5,9779.4,Referral,Canada,0
2024-12-11,P0023,Apparel,48,100.42,15.0,4820.11,2193.6,2626.51,Organic Search,United States,0
2024-12-12,P0023,Apparel,35,118.14,0.0,4134.9,1599.5,2535.4,Paid Ads,United States,0
2024-12-13,P0023,Apparel,100,100.42,15.0,10041.9,4570.0,5471.9,Organic Search,France,0
2024-12-14,P0023,Apparel,102,118.14,0.0,12050.28,4661.4,7388.88,Organic Search,United States,0
2024-12-15,P0023,Apparel,49,118.14,0.0,5788.86,2239.3,3549.56,Referral,United States,0
2024-12-16,P0023,Apparel,105,118.14,0.0,12404.7,4798.5,7606.2,Email,United States,0
2024-12-17,P0023,Apparel,57,118.14,0.0,6733.98,2604.9,4129.08,Email,United States,0
2024-12-18,P0023,Apparel,83,118.14,0.0,9805.62,3793.1,6012.52,Paid Ads,Canada,0
2024-12-19,P0023,Apparel,36,118.14,0.0,4253.04,1645.2,2607.84,Direct,United States,0
2024-12-20,P0023,Apparel,101,118.14,0.0,11932.14,4615.7,7316.44,Referral,United States,0
2024-12-21,P0023,Apparel,53,118.14,0.0,6261.42,2422.1,3839.32,Paid Ads,United States,0
2024-12-22,P0023,Apparel,37,118.14,0.0,4371.18,1690.9,2680.28,Referral,United States,0
2024-12-23,P0023,Apparel,36,118.14,0.0,4253.04,1645.2,2607.84,Organic Search,United States,0
2024-12-24,P0023,Apparel,78,100.42,15.0,7832.68,3564.6,4268.08,Organic Search,France,0
2024-12-25,P0023,Apparel,51,106.33,10.0,5422.63,2330.7,3091.93,Direct,Canada,0
2024-12-26,P0023,Apparel,79,118.14,0.0,9333.06,3610.3,5722.76,Organic Search,United States,0
2024-12-27,P0023,Apparel,41,118.14,0.0,4843.74,1873.7,2970.04,Organic Search,United Kingdom,0
2024-12-28,P0023,Apparel,59,118.14,0.0,6970.26,2696.3,4273.96,Direct,Canada,0
2024-12-29,P0023,Apparel,106,118.14,0.0,12522.84,4844.2,7678.64,Paid Ads,Canada,0
2024-12-30,P0023,Apparel,16,100.42,15.0,1606.7,731.2,875.5,Social Media,Canada,0
2024-12-31,P0023,Apparel,107,118.14,0.0,12640.98,4889.9,7751.08,Organic Search,United Kingdom,0
2023-06-09,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Paid Ads,United States,0
2023-06-10,P0025,Apparel,15,92.79,0.0,1391.85,711.3,680.55,Organic Search,United States,0
2023-06-11,P0025,Apparel,12,92.79,0.0,1113.48,569.04,544.44,Email,United States,0
2023-06-12,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Social Media,United Kingdom,0
2023-06-13,P0025,Apparel,15,92.79,0.0,1391.85,711.3,680.55,Organic Search,United States,0
2023-06-14,P0025,Apparel,30,92.79,0.0,2783.7,1422.6,1361.1,Social Media,United States,0
2023-06-15,P0025,Apparel,10,92.79,0.0,927.9,474.2,453.7,Organic Search,Canada,0
2023-06-16,P0025,Apparel,7,88.15,5.0,617.05,331.94,285.11,Direct,Canada,0
2023-06-17,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Paid Ads,United Kingdom,0
2023-06-18,P0025,Apparel,9,92.79,0.0,835.11,426.78,408.33,Paid Ads,United States,0
2023-06-19,P0025,Apparel,10,83.51,10.0,835.11,474.2,360.91,Organic Search,Germany,0
2023-06-20,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Direct,Canada,0
2023-06-21,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Paid Ads,United States,0
2023-06-22,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Organic Search,Canada,0
2023-06-23,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Email,United States,0
2023-06-24,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Organic Search,Australia,0
2023-06-25,P0025,Apparel,23,92.79,0.0,2134.17,1090.66,1043.51,Organic Search,United States,0
2023-06-26,P0025,Apparel,12,92.79,0.0,1113.48,569.04,544.44,Social Media,United States,0
2023-06-27,P0025,Apparel,19,92.79,0.0,1763.01,900.98,862.03,Paid Ads,United Kingdom,0
2023-06-28,P0025,Apparel,16,92.79,0.0,1484.64,758.72,725.92,Paid Ads,Canada,0
2023-06-29,P0025,Apparel,19,78.87,15.0,1498.56,900.98,597.58,Paid Ads,France,0
2023-06-30,P0025,Apparel,16,88.15,5.0,1410.41,758.72,651.69,Organic Search,United States,0
2023-07-01,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Direct,Canada,0
2023-07-02,P0025,Apparel,19,92.79,0.0,1763.01,900.98,862.03,Paid Ads,United States,0
2023-07-03,P0025,Apparel,9,92.79,0.0,835.11,426.78,408.33,Paid Ads,United States,0
2023-07-04,P0025,Apparel,16,92.79,0.0,1484.64,758.72,725.92,Organic Search,United Kingdom,0
2023-07-05,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Paid Ads,United States,0
2023-07-06,P0025,Apparel,17,92.79,0.0,1577.43,806.14,771.29,Direct,United Kingdom,0
2023-07-07,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Organic Search,France,0
2023-07-08,P0025,Apparel,25,83.51,10.0,2087.78,1185.5,902.28,Organic Search,United States,0
2023-07-09,P0025,Apparel,12,92.79,0.0,1113.48,569.04,544.44,Social Media,United States,0
2023-07-10,P0025,Apparel,8,92.79,0.0,742.32,379.36,362.96,Email,United Kingdom,0
2023-07-11,P0025,Apparel,9,92.79,0.0,835.11,426.78,408.33,Organic Search,United Kingdom,0
2023-07-12,P0025,Apparel,6,92.79,0.0,556.74,284.52,272.22,Paid Ads,Germany,0
2023-07-13,P0025,Apparel,7,92.79,0.0,649.53,331.94,317.59,Paid Ads,United States,0
2023-07-14,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Paid Ads,United States,0
2023-07-15,P0025,Apparel,37,92.79,0.0,3433.23,1754.54,1678.69,Social Media,France,0
2023-07-16,P0025,Apparel,9,78.87,15.0,709.84,426.78,283.06,Organic Search,United States,0
2023-07-17,P0025,Apparel,16,92.79,0.0,1484.64,758.72,725.92,Direct,United States,0
2023-07-18,P0025,Apparel,15,92.79,0.0,1391.85,711.3,680.55,Organic Search,France,0
2023-07-19,P0025,Apparel,12,92.79,0.0,1113.48,569.04,544.44,Organic Search,United States,0
2023-07-20,P0025,Apparel,22,92.79,0.0,2041.38,1043.24,998.14,Organic Search,Germany,0
2023-07-21,P0025,Apparel,17,92.79,0.0,1577.43,806.14,771.29,Organic Search,United States,0
2023-07-22,P0025,Apparel,24,92.79,0.0,2226.96,1138.08,1088.88,Organic Search,United Kingdom,0
2023-07-23,P0025,Apparel,13,92.79,0.0,1206.27,616.46,589.81,Paid Ads,United States,0
2023-07-24,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Organic Search,United States,0
2023-07-25,P0025,Apparel,18,83.51,10.0,1503.2,853.56,649.64,Social Media,Germany,0
2023-07-26,P0025,Apparel,30,92.79,0.0,2783.7,1422.6,1361.1,Paid Ads,United States,0
2023-07-27,P0025,Apparel,19,78.87,15.0,1498.56,900.98,597.58,Paid Ads,United States,0
2023-07-28,P0025,Apparel,13,92.79,0.0,1206.27,616.46,589.81,Organic Search,Australia,0
2023-07-29,P0025,Apparel,10,92.79,0.0,927.9,474.2,453.7,Email,United Kingdom,0
2023-07-30,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Organic Search,Canada,0
2023-07-31,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Organic Search,United States,0
2023-08-01,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Paid Ads,Australia,0
2023-08-02,P0025,Apparel,89,92.79,0.0,8258.31,4220.38,4037.93,Email,United States,0
2023-08-03,P0025,Apparel,24,92.79,0.0,2226.96,1138.08,1088.88,Paid Ads,United States,0
2023-08-04,P0025,Apparel,33,92.79,0.0,3062.07,1564.86,1497.21,Social Media,United Kingdom,0
2023-08-05,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Direct,Canada,0
2023-08-06,P0025,Apparel,34,92.79,0.0,3154.86,1612.28,1542.58,Organic Search,Australia,0
2023-08-07,P0025,Apparel,31,92.79,0.0,2876.49,1470.02,1406.47,Organic Search,United Kingdom,0
2023-08-08,P0025,Apparel,44,92.79,0.0,4082.76,2086.48,1996.28,Organic Search,Australia,0
2023-08-09,P0025,Apparel,76,92.79,0.0,7052.04,3603.92,3448.12,Organic Search,United States,0
2023-08-10,P0025,Apparel,66,92.79,0.0,6124.14,3129.72,2994.42,Email,United Kingdom,0
2023-08-11,P0025,Apparel,55,92.79,0.0,5103.45,2608.1,2495.35,Direct,United Kingdom,0
2023-08-12,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Paid Ads,United States,0
2023-08-13,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Organic Search,United States,0
2023-08-14,P0025,Apparel,49,92.79,0.0,4546.71,2323.58,2223.13,Paid Ads,United States,0
2023-08-15,P0025,Apparel,28,92.79,0.0,2598.12,1327.76,1270.36,Organic Search,Canada,0
2023-08-16,P0025,Apparel,28,92.79,0.0,2598.12,1327.76,1270.36,Paid Ads,United States,0
2023-08-17,P0025,Apparel,36,92.79,0.0,3340.44,1707.12,1633.32,Social Media,United States,0
2023-08-18,P0025,Apparel,33,92.79,0.0,3062.07,1564.86,1497.21,Email,Australia,0
2023-08-19,P0025,Apparel,55,92.79,0.0,5103.45,2608.1,2495.35,Paid Ads,United States,0
2023-08-20,P0025,Apparel,35,92.79,0.0,3247.65,1659.7,1587.95,Paid Ads,United States,0
2023-08-21,P0025,Apparel,18,83.51,10.0,1503.2,853.56,649.64,Referral,United States,0
2023-08-22,P0025,Apparel,31,92.79,0.0,2876.49,1470.02,1406.47,Organic Search,France,1
2023-08-23,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Paid Ads,Netherlands,0
2023-08-24,P0025,Apparel,43,92.79,0.0,3989.97,2039.06,1950.91,Organic Search,Germany,0
2023-08-25,P0025,Apparel,24,92.79,0.0,2226.96,1138.08,1088.88,Paid Ads,United States,0
2023-08-26,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Organic Search,United States,0
2023-08-27,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Direct,United States,0
2023-08-28,P0025,Apparel,58,92.79,0.0,5381.82,2750.36,2631.46,Social Media,United States,0
2023-08-29,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Paid Ads,Netherlands,0
2023-08-30,P0025,Apparel,18,92.79,0.0,1670.22,853.56,816.66,Referral,United States,0
2023-08-31,P0025,Apparel,30,78.87,15.0,2366.14,1422.6,943.54,Paid Ads,United Kingdom,0
2023-09-01,P0025,Apparel,45,92.79,0.0,4175.55,2133.9,2041.65,Social Media,United States,0
2023-09-02,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Social Media,Australia,0
2023-09-03,P0025,Apparel,15,92.79,0.0,1391.85,711.3,680.55,Paid Ads,Australia,0
2023-09-04,P0025,Apparel,40,92.79,0.0,3711.6,1896.8,1814.8,Organic Search,Netherlands,0
2023-09-05,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Social Media,Germany,0
2023-09-06,P0025,Apparel,23,92.79,0.0,2134.17,1090.66,1043.51,Organic Search,France,0
2023-09-07,P0025,Apparel,22,92.79,0.0,2041.38,1043.24,998.14,Paid Ads,United States,0
2023-09-08,P0025,Apparel,20,92.79,0.0,1855.8,948.4,907.4,Email,Canada,0
2023-09-09,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Email,United States,0
2023-09-10,P0025,Apparel,17,92.79,0.0,1577.43,806.14,771.29,Organic Search,United Kingdom,0
2023-09-11,P0025,Apparel,15,92.79,0.0,1391.85,711.3,680.55,Paid Ads,United Kingdom,0
2023-09-12,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Paid Ads,United States,0
2023-09-13,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Paid Ads,United States,0
2023-09-14,P0025,Apparel,31,92.79,0.0,2876.49,1470.02,1406.47,Email,Germany,0
2023-09-15,P0025,Apparel,53,92.79,0.0,4917.87,2513.26,2404.61,Organic Search,Canada,0
2023-09-16,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Paid Ads,United States,0
2023-09-17,P0025,Apparel,34,92.79,0.0,3154.86,1612.28,1542.58,Organic Search,United Kingdom,0
2023-09-18,P0025,Apparel,37,92.79,0.0,3433.23,1754.54,1678.69,Organic Search,United States,0
2023-09-19,P0025,Apparel,17,92.79,0.0,1577.43,806.14,771.29,Social Media,Australia,1
2023-09-20,P0025,Apparel,24,92.79,0.0,2226.96,1138.08,1088.88,Organic Search,Canada,0
2023-09-21,P0025,Apparel,19,92.79,0.0,1763.01,900.98,862.03,Paid Ads,United States,0
2023-09-22,P0025,Apparel,33,92.79,0.0,3062.07,1564.86,1497.21,Email,Netherlands,0
2023-09-23,P0025,Apparel,18,92.79,0.0,1670.22,853.56,816.66,Paid Ads,United States,0
2023-09-24,P0025,Apparel,18,92.79,0.0,1670.22,853.56,816.66,Email,United States,0
2023-09-25,P0025,Apparel,43,92.79,0.0,3989.97,2039.06,1950.91,Organic Search,Netherlands,0
2023-09-26,P0025,Apparel,37,92.79,0.0,3433.23,1754.54,1678.69,Organic Search,Australia,0
2023-09-27,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Organic Search,United Kingdom,0
2023-09-28,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Organic Search,France,0
2023-09-29,P0025,Apparel,23,92.79,0.0,2134.17,1090.66,1043.51,Paid Ads,United States,0
2023-09-30,P0025,Apparel,37,88.15,5.0,3261.57,1754.54,1507.03,Organic Search,United States,0
2023-10-01,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Paid Ads,United States,0
2023-10-02,P0025,Apparel,13,92.79,0.0,1206.27,616.46,589.81,Paid Ads,United States,0
2023-10-03,P0025,Apparel,17,83.51,10.0,1419.69,806.14,613.55,Referral,United States,0
2023-10-04,P0025,Apparel,28,92.79,0.0,2598.12,1327.76,1270.36,Paid Ads,United States,0
2023-10-05,P0025,Apparel,21,88.15,5.0,1851.16,995.82,855.34,Organic Search,United Kingdom,0
2023-10-06,P0025,Apparel,20,92.79,0.0,1855.8,948.4,907.4,Organic Search,Australia,0
2023-10-07,P0025,Apparel,23,92.79,0.0,2134.17,1090.66,1043.51,Email,United Kingdom,0
2023-10-08,P0025,Apparel,22,78.87,15.0,1735.17,1043.24,691.93,Organic Search,Canada,0
2023-10-09,P0025,Apparel,36,92.79,0.0,3340.44,1707.12,1633.32,Organic Search,Australia,0
2023-10-10,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Paid Ads,Germany,0
2023-10-11,P0025,Apparel,12,92.79,0.0,1113.48,569.04,544.44,Organic Search,United States,0
2023-10-12,P0025,Apparel,53,78.87,15.0,4180.19,2513.26,1666.93,Organic Search,United States,0
2023-10-13,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Paid Ads,France,0
2023-10-14,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Referral,United States,0
2023-10-15,P0025,Apparel,22,92.79,0.0,2041.38,1043.24,998.14,Social Media,United Kingdom,0
2023-10-16,P0025,Apparel,37,78.87,15.0,2918.25,1754.54,1163.71,Email,United States,0
2023-10-17,P0025,Apparel,13,92.79,0.0,1206.27,616.46,589.81,Organic Search,Netherlands,0
2023-10-18,P0025,Apparel,38,92.79,0.0,3526.02,1801.96,1724.06,Social Media,United States,0
2023-10-19,P0025,Apparel,11,92.79,0.0,1020.69,521.62,499.07,Social Media,United States,0
2023-10-20,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Organic Search,Germany,0
2023-10-21,P0025,Apparel,32,92.79,0.0,2969.28,1517.44,1451.84,Paid Ads,United States,0
2023-10-22,P0025,Apparel,20,78.87,15.0,1577.43,948.4,629.03,Organic Search,United States,1
2023-10-23,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Organic Search,United States,0
2023-10-24,P0025,Apparel,31,92.79,0.0,2876.49,1470.02,1406.47,Paid Ads,United States,0
2023-10-25,P0025,Apparel,32,92.79,0.0,2969.28,1517.44,1451.84,Organic Search,United States,0
2023-10-26,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Paid Ads,Australia,0
2023-10-27,P0025,Apparel,41,92.79,0.0,3804.39,1944.22,1860.17,Paid Ads,Germany,0
2023-10-28,P0025,Apparel,29,92.79,0.0,2690.91,1375.18,1315.73,Organic Search,United States,0
2023-10-29,P0025,Apparel,20,92.79,0.0,1855.8,948.4,907.4,Organic Search,Germany,0
2023-10-30,P0025,Apparel,19,92.79,0.0,1763.01,900.98,862.03,Email,United States,0
2023-10-31,P0025,Apparel,20,88.15,5.0,1763.01,948.4,814.61,Paid Ads,Canada,0
2023-11-01,P0025,Apparel,18,92.79,0.0,1670.22,853.56,816.66,Paid Ads,United States,0
2023-11-02,P0025,Apparel,36,92.79,0.0,3340.44,1707.12,1633.32,Organic Search,Germany,0
2023-11-03,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Email,United States,0
2023-11-04,P0025,Apparel,40,92.79,0.0,3711.6,1896.8,1814.8,Paid Ads,United States,0
2023-11-05,P0025,Apparel,23,92.79,0.0,2134.17,1090.66,1043.51,Paid Ads,United States,0
2023-11-06,P0025,Apparel,50,92.79,0.0,4639.5,2371.0,2268.5,Organic Search,Canada,0
2023-11-07,P0025,Apparel,74,78.87,15.0,5836.49,3509.08,2327.41,Social Media,United States,0
2023-11-08,P0025,Apparel,40,92.79,0.0,3711.6,1896.8,1814.8,Email,Australia,0
2023-11-09,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Social Media,Canada,0
2023-11-10,P0025,Apparel,34,78.87,15.0,2681.63,1612.28,1069.35,Organic Search,Australia,0
2023-11-11,P0025,Apparel,42,83.51,10.0,3507.46,1991.64,1515.82,Email,United States,0
2023-11-12,P0025,Apparel,28,92.79,0.0,2598.12,1327.76,1270.36,Paid Ads,Canada,0
2023-11-13,P0025,Apparel,20,92.79,0.0,1855.8,948.4,907.4,Paid Ads,United States,0
2023-11-14,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Referral,United States,0
2023-11-15,P0025,Apparel,43,92.79,0.0,3989.97,2039.06,1950.91,Email,United Kingdom,0
2023-11-16,P0025,Apparel,71,92.79,0.0,6588.09,3366.82,3221.27,Organic Search,United States,0
2023-11-17,P0025,Apparel,30,92.79,0.0,2783.7,1422.6,1361.1,Direct,United States,0
2023-11-18,P0025,Apparel,42,92.79,0.0,3897.18,1991.64,1905.54,Organic Search,United States,0
2023-11-19,P0025,Apparel,32,92.79,0.0,2969.28,1517.44,1451.84,Paid Ads,United States,0
2023-11-20,P0025,Apparel,109,83.51,10.0,9102.7,5168.78,3933.92,Paid Ads,United States,0
2023-11-21,P0025,Apparel,28,92.79,0.0,2598.12,1327.76,1270.36,Organic Search,United States,0
2023-11-22,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Paid Ads,United Kingdom,0
2023-11-23,P0025,Apparel,33,92.79,0.0,3062.07,1564.86,1497.21,Paid Ads,United States,0
2023-11-24,P0025,Apparel,81,69.59,25.0,5636.99,3841.02,1795.97,Organic Search,United States,0
2023-11-25,P0025,Apparel,72,74.23,20.0,5344.7,3414.24,1930.46,Paid Ads,Australia,0
2023-11-26,P0025,Apparel,56,55.67,40.0,3117.74,2655.52,462.22,Organic Search,United States,0
2023-11-27,P0025,Apparel,80,55.67,40.0,4453.92,3793.6,660.32,Social Media,United States,0
2023-11-28,P0025,Apparel,126,74.23,20.0,9353.23,5974.92,3378.31,Email,United States,1
2023-11-29,P0025,Apparel,73,74.23,20.0,5418.94,3461.66,1957.28,Direct,Germany,0
2023-11-30,P0025,Apparel,78,74.23,20.0,5790.1,3698.76,2091.34,Email,United States,0
2023-12-01,P0025,Apparel,18,92.79,0.0,1670.22,853.56,816.66,Email,Germany,0
2023-12-02,P0025,Apparel,27,92.79,0.0,2505.33,1280.34,1224.99,Referral,United Kingdom,0
2023-12-03,P0025,Apparel,45,92.79,0.0,4175.55,2133.9,2041.65,Organic Search,France,0
2023-12-04,P0025,Apparel,101,92.79,0.0,9371.79,4789.42,4582.37,Email,Netherlands,0
2023-12-05,P0025,Apparel,43,78.87,15.0,3391.47,2039.06,1352.41,Paid Ads,United States,0
2023-12-06,P0025,Apparel,60,78.87,15.0,4732.29,2845.2,1887.09,Organic Search,United Kingdom,0
2023-12-07,P0025,Apparel,36,92.79,0.0,3340.44,1707.12,1633.32,Paid Ads,United States,0
2023-12-08,P0025,Apparel,55,78.87,15.0,4337.93,2608.1,1729.83,Social Media,United Kingdom,0
2023-12-09,P0025,Apparel,101,78.87,15.0,7966.02,4789.42,3176.6,Referral,United Kingdom,0
2023-12-10,P0025,Apparel,31,83.51,10.0,2588.84,1470.02,1118.82,Referral,United States,0
2023-12-11,P0025,Apparel,37,92.79,0.0,3433.23,1754.54,1678.69,Paid Ads,Australia,0
2023-12-12,P0025,Apparel,42,92.79,0.0,3897.18,1991.64,1905.54,Email,United States,1
2023-12-13,P0025,Apparel,49,92.79,0.0,4546.71,2323.58,2223.13,Paid Ads,France,0
2023-12-14,P0025,Apparel,44,92.79,0.0,4082.76,2086.48,1996.28,Email,United States,0
2023-12-15,P0025,Apparel,40,92.79,0.0,3711.6,1896.8,1814.8,Paid Ads,United States,0
2023-12-16,P0025,Apparel,56,83.51,10.0,4676.62,2655.52,2021.1,Paid Ads,Germany,0
2023-12-17,P0025,Apparel,67,78.87,15.0,5284.39,3177.14,2107.25,Paid Ads,United Kingdom,0
2023-12-18,P0025,Apparel,38,92.79,0.0,3526.02,1801.96,1724.06,Social Media,United States,0
2023-12-19,P0025,Apparel,47,92.79,0.0,4361.13,2228.74,2132.39,Paid Ads,Canada,0
2023-12-20,P0025,Apparel,57,92.79,0.0,5289.03,2702.94,2586.09,Email,United States,0
2023-12-21,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Social Media,United States,0
2023-12-22,P0025,Apparel,42,92.79,0.0,3897.18,1991.64,1905.54,Email,Germany,0
2023-12-23,P0025,Apparel,53,92.79,0.0,4917.87,2513.26,2404.61,Organic Search,United Kingdom,0
2023-12-24,P0025,Apparel,40,88.15,5.0,3526.02,1896.8,1629.22,Referral,United States,0
2023-12-25,P0025,Apparel,61,92.79,0.0,5660.19,2892.62,2767.57,Social Media,United States,0
2023-12-26,P0025,Apparel,45,92.79,0.0,4175.55,2133.9,2041.65,Organic Search,Canada,0
2023-12-27,P0025,Apparel,127,92.79,0.0,11784.33,6022.34,5761.99,Organic Search,United States,0
2023-12-28,P0025,Apparel,52,92.79,0.0,4825.08,2465.84,2359.24,Email,Canada,0
2023-12-29,P0025,Apparel,66,88.15,5.0,5817.93,3129.72,2688.21,Social Media,United States,0
2023-12-30,P0025,Apparel,99,92.79,0.0,9186.21,4694.58,4491.63,Referral,Netherlands,0
2023-12-31,P0025,Apparel,91,92.79,0.0,8443.89,4315.22,4128.67,Organic Search,United States,0
2024-01-01,P0025,Apparel,33,92.79,0.0,3062.07,1564.86,1497.21,Organic Search,United States,0
2024-01-02,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Social Media,France,0
2024-01-03,P0025,Apparel,10,92.79,0.0,927.9,474.2,453.7,Organic Search,Canada,0
2024-01-04,P0025,Apparel,13,92.79,0.0,1206.27,616.46,589.81,Paid Ads,Germany,0
2024-01-05,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Social Media,Australia,0
2024-01-06,P0025,Apparel,49,92.79,0.0,4546.71,2323.58,2223.13,Social Media,United States,0
2024-01-07,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Email,United Kingdom,0
2024-01-08,P0025,Apparel,25,92.79,0.0,2319.75,1185.5,1134.25,Organic Search,United States,0
2024-01-09,P0025,Apparel,26,88.15,5.0,2291.91,1232.92,1058.99,Paid Ads,United States,0
2024-01-10,P0025,Apparel,35,92.79,0.0,3247.65,1659.7,1587.95,Paid Ads,United States,0
2024-01-11,P0025,Apparel,26,92.79,0.0,2412.54,1232.92,1179.62,Organic Search,Germany,0
2024-01-12,P0025,Apparel,29,88.15,5.0,2556.36,1375.18,1181.18,Paid Ads,United States,0
2024-01-13,P0025,Apparel,21,92.79,0.0,1948.59,995.82,952.77,Email,United States,0
2024-01-14,P0025,Apparel,41,92.79,0.0,3804.39,1944.22,1860.17,Paid Ads,United Kingdom,0
2024-01-15,P0025,Apparel,22,92.79,0.0,2041.38,1043.24,998.14,Social Media,Canada,0
2024-01-16,P0025,Apparel,14,92.79,0.0,1299.06,663.88,635.18,Organic Search,Australia,0
